id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3023748,Historical Centre Apartment,13290857,Máximo,,Centro,36.72397,-4.41908,Entire home/apt,89,3,58,2022-05-22,0.66,2,313,3,VTF/MA/37943
1137631,Entire home/flat in Málaga,6235110,Jose Mario,,Este,36.72223,-4.34802,Entire home/apt,63,12,51,2022-04-30,0.47,1,74,3,CTC-2018121343
3024877,Malaga close to the beach,3025868,Marthe,,Este,36.72049,-4.35939,Entire home/apt,110,4,38,2022-05-04,0.40,3,70,6,vft/MA/01933
16659551,Beach house,109608619,Rebecca,,Este,36.71386,-4.31211,Entire home/apt,116,7,29,2022-01-15,0.48,1,281,3,VFT/MA/24630
1164851,NICE PRIVATE ROOM CLOSE TO THE BEACH,6380806,Enky,,Este,36.72203,-4.38282,Private room,39,1,165,2022-06-18,1.49,3,300,20,CTC-2018176380
14289235,Apartamento primera línea de playa,87226161,Agustin,,Churriana,36.63241,-4.48943,Entire home/apt,85,4,89,2022-06-21,1.25,1,286,24,VFT/MA/09410
619558798719715638,Apartamento en la Cala del Moral junto a la playa,157400395,Julia M,,Este,36.7139,-4.30997,Entire home/apt,78,7,0,,,1,305,0,VTF/MA/47607
3051444,PICASSO VIEWPOINT / NEXT TO THE SEA,15535210,Carmen Y Muni,,Centro,36.71896,-4.40893,Entire home/apt,110,2,420,2022-06-28,4.28,2,253,72,CTC-2016095796
1183888,"Picasso, beach and private terrace with sea's view",3857601,Silvia,,Churriana,36.66512,-4.45777,Entire home/apt,66,2,260,2022-06-15,2.61,1,162,30,VFT/MA/01285
3103912,Bonito apartamento con terraza y WIFI gratis,15780021,Alvaro,,Este,36.72613,-4.4043,Entire home/apt,71,3,71,2022-03-09,0.73,5,285,6,VFT/MA/08662
49185036,Garden & Beach - Torremolinos (Wifi/Parking FREE),244492011,Raul,,Churriana,36.63496,-4.48874,Entire home/apt,225,4,3,2022-04-18,0.25,33,45,3,VFT/MA/42717
1195793,Perfect for enjoying the city,6535138,Ana,,Centro,36.72018,-4.42926,Entire home/apt,74,2,195,2021-09-11,1.77,1,28,4,VFT/MA/01804
3820215,Estudio en la playa,15799170,Jose Carlos,,Churriana,36.63227,-4.49061,Entire home/apt,50,5,37,2022-06-16,0.44,2,87,15,VFT/MA/43075
3149221,PENTHOUSE SEAVIEW. Malaga Center Flat,8544512,Malaga Center Flat,,Centro,36.71732,-4.41106,Entire home/apt,299,3,117,2022-06-24,1.20,50,264,34,VFT/MA/03848
1216136,"Apartment D-2, sleep 4 p. Wifi. Terrace",6636628,Juan,,Este,36.72687,-4.38395,Entire home/apt,500,7,16,2019-10-14,0.15,1,180,0,VFT/MA/02594
3160768,Spacious Room in Typical House,7082899,Holidays In,,Centro,36.7252,-4.42256,Private room,34,2,352,2022-06-12,3.62,12,215,36,H/MA/02199
36437490,Oasis Playamar  RTA: VFT/MA/32740,84269927,Emmanuel,,Churriana,36.62816,-4.49218,Entire home/apt,111,3,1,2019-08-12,0.03,1,131,0,VFT/MA/32740
1223300,PERFECT ROOM FOR STUDENTS ON THE BEACH,6380806,Enky,,Este,36.72203,-4.38282,Private room,38,1,160,2022-06-23,1.47,3,261,31,CTC-2018176380
781714,Nice apartment on the beach of Torremolinos,3654516,Julio,,Churriana,36.62972,-4.49236,Entire home/apt,143,3,31,2022-06-18,0.43,2,301,8,VFT/MA/23841
3183537,"Villa with private pool in Malaga, Costa del Sol",610685,Rafael,,Puerto de la Torre,36.74125671386719,-4.491738796234131,Entire home/apt,200,3,12,2022-06-08,0.12,1,186,10,CTC-2016074884
1245707,Granada 2 FreshApartments by Bossh!,6788392,Pepe Y Ana,,Centro,36.72188,-4.41824,Entire home/apt,87,2,107,2022-06-10,0.99,3,309,31,VFT/MA/24789
3197401,Gran loft para 6 personas. WIFI y vistas al mar,15780021,Alvaro,,Centro,36.725,-4.4077,Entire home/apt,55,3,44,2022-05-28,0.50,5,22,3,VFT/MÁ/06205
19727130,White Room,8562094,Mersi,,Este,36.72112,-4.38403,Private room,37,1,158,2022-06-27,2.65,3,291,39,Exempt
1249797,APARTMENT-WOHNUNG MÁLAGA CENTER,6810576,Sergio,,Centro,36.72369,-4.4309,Entire home/apt,20,60,21,2019-11-30,0.19,7,0,0,Exempt
23900110,Apartamento primera línea de playa en Playamar,179613815,Federico,,Churriana,36.63089,-4.49211,Entire home/apt,168,5,84,2022-06-17,1.62,1,239,24,VFT/MA/22847
17361231,Cubo's Apartamento 1I Perla del Sol,117253760,Cubo'S Holiday Homes.,,Churriana,36.62583,-4.49175,Entire home/apt,126,1,3,2018-08-23,0.05,22,107,0,VFT/MA/00105
598371215764009678,Wonderful studio in the centre of Torremolinos,452846063,Mateo,,Churriana,36.62712,-4.49777,Entire home/apt,63,2,0,,,1,319,0,VFT/MA/53779
3229934,Coqueto Apartamento Palacio de Congresos,16347304,Sarai,,Cruz De Humilladero,36.71001,-4.44993,Entire home/apt,74,2,97,2022-06-16,1.27,1,201,28,VFT/MA/01459
3240728,Designer Apartment w/SwimPool 3min BEACH,2397662,Jesus,,Carretera de Cadiz,36.69416,-4.44338,Entire home/apt,127,2,179,2022-06-26,1.82,1,25,17,201699902331439
1265238,APARTMENT-WOHNUNG MÁLAGA CENTER 8,6810576,Sergio,,Centro,36.72369,-4.4309,Entire home/apt,19,60,25,2019-08-07,0.23,7,0,0,Exempt
3243792,Habitación matrimonio naranja VFT/MA/09571,16411274,Rafael,,Teatinos-Universidad,36.72149,-4.47213,Private room,17,1,18,2019-09-15,0.19,5,180,0,VFT/MA/09571
594604546175161995,Apartamento con balcon,428092394,Anunciacion,,Churriana,36.627468,-4.498568,Entire home/apt,70,7,0,,,4,295,0,Exempt
1274221,APARTMENT-WOHNUNG MÁLAGA CENTER 9,6810576,Sergio,,Centro,36.72369,-4.4309,Entire home/apt,19,60,21,2018-06-30,0.19,7,0,0,Exempt
1274222,APARTMENT-WOHNUNG MÁLAGA CENTER 5,6810576,Sergio,,Centro,36.72369,-4.4309,Entire home/apt,17,60,13,2018-07-26,0.14,7,0,0,Exempt
54000008,PURE NOGALERA,50564506,José Luis,,Churriana,36.62238,-4.49867,Entire home/apt,154,4,1,2022-03-31,0.33,1,23,1,VFT/MA/45662
3270406,"LUXURY HOME "" WITH TERRACE """,10147055,Vasyl,,Carretera de Cadiz,36.70149,-4.43662,Entire home/apt,158,2,153,2022-06-25,1.58,5,161,41,VFT/MA/13980
1297722,Central and friendly one dormit + W,3083727,Loly  &,,Centro,36.72061,-4.43248,Entire home/apt,95,3,8,2019-08-10,0.08,2,360,0,CTC-2018031473
3295510,Apartamento Económico por Semanas 1,16650042,R.U Sto Tomas,,Teatinos-Universidad,36.72124,-4.47149,Entire home/apt,40,10,30,2021-09-19,0.35,12,20,6,A/MA/01590
1999651,LUXURY FLAT IN FRONT OF THE BEACH,2707228,Alfonso,,Churriana,36.62785,-4.49078,Entire home/apt,192,6,17,2019-06-08,0.19,4,9,0,VFT/MA/10108
1306836,Málaga historic center duplex,5729425,Virginia,,Centro,36.72195,-4.41945,Entire home/apt,171,3,203,2021-08-29,1.87,1,308,5,VFT/MA/01537
1563600,"Apartamentos Jardin, Torremolinos",8319181,Michael,,Churriana,36.62616,-4.49809,Entire home/apt,35,7,81,2022-06-22,0.75,1,245,13,Y2492884C
3316545,Apto 1ª linea playa y céntrico,16744914,Mari Paz,,Centro,36.71674,-4.41083,Entire home/apt,78,3,51,2020-08-21,0.76,1,295,0,CTC-2016105693
1331534,Attic in the historic center of Malaga,7222872,Ana,,Centro,36.72405,-4.42131,Entire home/apt,168,3,177,2022-06-27,1.65,2,46,7,VFT/MA/01535
51063182,Heart of Torremolinos in Plaza Andalucia Ref 39,86164005,Frank,,Churriana,36.62384,-4.49804,Entire home/apt,117,4,4,2022-06-21,0.37,1,224,4,VFT/MA/29810
590224982261957131,Double Room Hotel Zen airport,122843879,Empresa Zensur,,Churriana,36.64153,-4.49955,Private room,80,1,8,2022-06-16,3.04,11,201,8,H/MA/01481
1335782,Cozy B&B close to beach & centre,5268527,Andreina,,Cruz De Humilladero,36.71563,-4.42966,Private room,35,3,279,2022-06-08,2.57,1,301,33,"Registro de turismo Andalucia 
              VFT/MA/02084"
44673534,Playamar 7D Apartment,351646632,Ines,,Churriana,36.62794,-4.49238,Entire home/apt,416,1,9,2022-04-16,0.73,9,110,8,ctc-2019048236
3336943,Beautiful Spanish House with private Pool !,16846926,Caroliene,,Churriana,36.64912,-4.49989,Entire home/apt,81,4,81,2022-01-02,0.85,1,21,3,VFT/MA/10874
1353804,"Piso ideal Familia, Teatinos, bien",6525225,Jose,,Teatinos-Universidad,36.71647,-4.45995,Private room,98,3,1,2019-08-19,0.03,1,76,0,CTC-2018113356
3340899,Habitación en el centro,16862674,Antonio,,Centro,36.72067,-4.42374,Private room,17,2,31,2020-07-28,0.32,3,0,0,VFT/MA/34817
560798184540868864,HH Picasso Studio,305088693,Happy Holidays,,Churriana,36.62722,-4.49741,Entire home/apt,90,4,5,2022-05-31,1.24,6,299,5,VFT/MA/49470
1359353,Beachfront 4 bedrooms apartment,7378338,Mercedes,,Carretera de Cadiz,36.70152,-4.43499,Entire home/apt,169,4,83,2022-05-28,0.77,1,146,21,VFT/MA/02679
28355463,Maison en flan de colline avec vue mer montagne,214094221,Dounia,,Churriana,36.64522,-4.50249,Private room,200,1,0,,,1,365,0,Exempt
24346958,Habitación doble Hotel Zen airport,122843879,Empresa Zensur,,Churriana,36.64006,-4.49962,Private room,80,1,12,2022-05-28,0.24,11,206,5,H/MA/01481
3347442,A Nice Twin Room,7082899,Holidays In,,Centro,36.72667,-4.42183,Private room,35,2,317,2022-06-06,3.25,12,242,41,H/MA/02199
1378908,BEST LOCATION+WIFI-CITY CENTRE,5895070,Arantxa & George,,Centro,36.72136,-4.42387,Entire home/apt,53,5,196,2022-06-20,1.82,4,278,32,VFT/MA/13362
3353633,Malaga center : room with terrace,16901356,Daniel,,Centro,36.72636,-4.42453,Private room,38,5,235,2022-06-17,2.47,1,57,33,VFT/MA/11887
1392294,2 Habitaciones con terraza  a 50 m playa,7527021,Elia,,Churriana,36.66342,-4.45679,Private room,69,1,26,2019-10-04,0.43,1,179,0,CTC-2017091539
3366628,Cómoda habitación,16862674,Antonio,,Centro,36.72054,-4.42343,Private room,20,2,43,2020-10-13,0.45,3,0,0,VFT/MA/34817
19328180,Stunning Apartment on the Promenade,9801000,Alejandra,,Churriana,36.6255,-4.49258,Entire home/apt,127,3,28,2022-06-26,0.46,1,258,4,Ctc 2018176110
1403375,Holiday Málaga Home,7573364,Maria,,Carretera de Cadiz,36.70837,-4.43347,Entire home/apt,58,3,16,2020-08-25,0.15,1,0,0,VFT/MA/01336
563436099949607294,Bonito estudio con piscina,445309687,Bozhidar,,Churriana,36.62709,-4.49779,Entire home/apt,61,2,8,2022-06-19,2.67,1,305,8,VFT/MA/49462
3454407,Center of Málaga,3777398,Alicia Y Julia,,Centro,36.72245,-4.42514,Entire home/apt,71,4,208,2020-03-08,2.35,2,73,0,VFT/MA/13933
1437839,Best place in the historic city center of Malaga,7723499,Jesus,,Centro,36.72039,-4.42298,Entire home/apt,103,4,127,2022-06-12,1.23,2,342,23,VFT/MA/03770
3454417,Bonito Apartamento en Málaga Centro,3777398,Alicia Y Julia,,Centro,36.72491,-4.42206,Entire home/apt,69,2,329,2022-06-25,3.40,2,128,21,VFT/MA/05071
1449651,"APARTAMENTO CENTRO HISTORICO,  DOS BAÑOS Y WIFI",7779962,Isabel,,Centro,36.72506,-4.41985,Entire home/apt,84,4,17,2022-06-02,0.16,1,65,12,VFT/MA/00924
3493222,Luxury Executive Suite,17589912,Antonio / Manuel,,Centro,36.71678,-4.41238,Entire home/apt,238,1,99,2022-06-11,1.06,4,211,25,2016076908
33990869,Apartamento Club Playaflores,77855988,Marilo,,Churriana,36.63851,-4.49396,Entire home/apt,55,2,2,2019-11-10,0.06,1,148,0,CTC–2018004162
1496065,Small and quiet apart. by the river,7995851,Angel,,Palma-Palmilla,36.73273,-4.42589,Entire home/apt,53,4,213,2022-06-15,2.60,2,56,20,VFT/MA/15939
23017648,Wonderful and central flat in Torremolinos,170766585,Gloria,,Churriana,36.62921,-4.49844,Entire home/apt,73,5,45,2022-06-18,0.89,1,253,15,CTC-2018008632
20106604,Ático duplex frente al mar,142955382,Ignacio José,,Churriana,36.63388,-4.49602,Entire home/apt,214,3,46,2022-05-21,0.77,1,221,4,VFT/MA/12979
3524357,Granada 3 FreshApartments by Bossh!,6788392,Pepe Y Ana,,Centro,36.72129,-4.41747,Entire home/apt,94,2,94,2022-06-12,0.98,3,317,40,VFT/MA/24790
1498773,Downtown's Views: VFT/MA/585,191241874,Carmen,,Centro,36.72523,-4.42873,Entire home/apt,60,4,108,2021-08-21,1.00,1,288,5,VFT/MA/00585
3542402,Malaga center beautiful apartment.,7698834,Jesús,,Centro,36.72554,-4.4197,Entire home/apt,26,4,252,2022-06-11,2.89,4,0,2,VTF/MA/01019
40958491,"Beautiful Holiday Home “Casa Beramendi” with Wi-Fi, Balcony & Terrace, 2 Patios",285578671,Bookiply,,Churriana,36.63692,-4.49303,Entire home/apt,153,1,14,2022-04-15,0.48,8,315,6,VFTMA37299
17660611,Beautiful penthouse with roof terrace,22007104,Martin,,Churriana,36.63353,-4.49842,Entire home/apt,171,7,33,2022-06-12,0.52,5,89,8,VFT/MA/11463
1514156,Studio and New Terrace at the City Center,8083402,Regina,,Centro,36.72459,-4.41991,Entire home/apt,66,5,177,2022-06-20,1.65,2,22,17,VFT/MA/24385
53802888,San Miguel Centro,168692752,Bookiply,,Churriana,36.62136646737545,-4.497511922090155,Entire home/apt,100,1,0,,,3,361,0,VFT/MA/02811
3569477,Amplio piso en barriada la luz,17971688,Marivi,,Carretera de Cadiz,36.69739,-4.45539,Entire home/apt,82,3,33,2021-09-19,0.34,1,312,7,CTC-2018205957
3598377,¿Cómo late el Corazón de Málaga?,18129986,Miguel Ángel,,Centro,36.7242,-4.42027,Entire home/apt,40,5,41,2016-06-14,0.43,1,1,0,VTF/MA/01826
1536679,APARTMENT-WOHNUNG MÁLAGA CENTER 6,6810576,Sergio,,Centro,36.72369,-4.4309,Entire home/apt,19,60,5,2017-12-10,0.05,7,0,0,Exempt
3621327,Cheap Room Plaza Merced B,6478123,Michael,,Centro,36.72269,-4.41678,Private room,39,1,155,2022-06-15,1.61,6,28,65,CTC-2018180600
12250091,Appartement  80 m2 vue mer,65945151,Majdoline,,Churriana,36.6388,-4.49619,Entire home/apt,90,2,28,2021-09-05,0.37,1,309,5,Exempt
1536774,APARTMENT-WOHNUNG MÁLAGA CENTER 4,6810576,Sergio,,Centro,36.72369,-4.4309,Entire home/apt,20,60,7,2019-09-08,0.08,7,0,0,Exempt
41788087,Confort y playa en Torremolinos,120399683,Luisa,,Churriana,36.63137,-4.49331,Entire home/apt,135,10,12,2022-06-04,0.43,2,188,6,CTC-2019203141
1564567,New apartment in historical centre.,8199582,Dick,,Centro,36.72061,-4.4222,Entire home/apt,61,3,157,2019-08-19,1.47,1,1,0,VTF/MA/01452
51566626,Lovely Apartment Beramendi Close to Beach with Terrace & Wi-Fi,285578671,Bookiply,,Churriana,36.63853,-4.49374,Entire home/apt,89,1,1,2022-01-04,0.17,8,360,1,VFTMA37299
3648122,Apartamento en la mejor ubicación  3ie,17585280,Pablo Y Marisa,,Centro,36.72355,-4.41689,Entire home/apt,111,7,138,2022-06-11,1.44,12,283,9,A/MA/01334
1596526,DOUBLE ROOM CLOSE TO BEACH IN SHARED APARTMENT,6380806,Enky,,Este,36.72203,-4.38282,Private room,39,1,232,2022-06-27,2.18,3,306,27,CTC-2018176380
3670696,Apartament 2 Rooms Malaga center + free parking,18630061,Ramón Y Rocío,,Centro,36.72468,-4.42413,Entire home/apt,850,2,54,2019-08-07,0.56,1,116,0,VFT/MA/17364
590346635658604418,Studio - 1 Bedroom with Pool - 100682,105424638,MoRentals,,Churriana,36.63839,-4.495273,Entire home/apt,90,1,0,,,1,298,0,VFT/MA/19766
1597241,Trendy apartment with intimite big terrace,6818242,Nadine,,Centro,36.72519,-4.41899,Entire home/apt,128,5,169,2022-05-28,1.66,1,191,21,CTC-2018115175
3674590,APARTMENT RIGHT ON THE BEACH,18655665,Adolfo,,Centro,36.71779,-4.4118,Entire home/apt,60,2,260,2022-06-26,2.72,1,80,34,VTF/MA/02622
1603598,Centro Histórico Málaga WIFI,8544512,Malaga Center Flat,,Centro,36.719856,-4.423673,Entire home/apt,91,2,119,2022-06-25,1.12,50,346,19,VFT/MA/00001
3823302,Ático en el centro de Málaga,11880556,Luis Vicente,,Centro,36.72355,-4.4214,Entire home/apt,50,2,44,2021-12-30,0.46,1,282,16,CTC-2018168473
1607390,Room with sea view,8562094,Mersi,,Este,36.72269,-4.38522,Private room,49,1,344,2022-06-17,3.33,3,333,25,Exempt
3841561,Piso 5 min. centro histórico,243076559,Juan Manuel,,Centro,36.72797,-4.42387,Entire home/apt,165,1,67,2022-06-12,0.70,1,324,12,201399901312939
3687984,Nice flat with 2 bedrooms,18760636,Carmen,,Centro,36.7276,-4.41781,Entire home/apt,79,60,5,2020-12-19,0.06,1,245,0,Exempt
1640548,Romantic Malaga Studio - 2 people,8710574,Liam,,Centro,36.7218,-4.42452,Entire home/apt,59,2,291,2022-06-14,2.76,1,268,41,CTC-2018129015
3707180,"Casa centro y cercana playa, sin trato con vecinos",17767490,Francisco,,Centro,36.72246,-4.41737,Entire home/apt,40,3,59,2019-08-25,0.62,1,180,0,VFT/MA/24127
3854251,Beach front Malaga-Huelin,5120420,Nuria,,Carretera de Cadiz,36.70214,-4.43533,Entire home/apt,206,3,51,2022-05-26,0.64,6,65,8,VFT/MA/00995
1699106,Nice Apartment Historic Center,11420357,Nadia,,Centro,36.71972,-4.42368,Entire home/apt,82,7,94,2022-06-14,0.90,3,77,30,A/MA/01266
3923729,Apartamento  Centro Histórico 2,20326063,Ernesto,,Centro,36.72298,-4.41898,Entire home/apt,90,5,61,2022-05-17,0.67,3,268,11,VTF/MA/15335
3794909,Habitacion nº 3 VFT/MA/09571,16411274,Rafael,,Teatinos-Universidad,36.72149,-4.47213,Private room,17,1,23,2019-09-19,0.24,5,179,0,VFT/MA/09571
1757994,Duplex - Prime Location,8217784,Francisco,,Centro,36.71934,-4.42359,Entire home/apt,125,4,87,2022-05-10,0.82,3,111,5,VFT/MA/0781
3810338,piso para  veranear VFT/MA/09571,16411274,Rafael,,Teatinos-Universidad,36.72155,-4.47204,Entire home/apt,225,1,6,2019-08-24,0.07,5,179,0,VFT/MA/09571
3936665,New House  Malaga Costa del Sol,12505395,Juan Carlos M.,,Este,36.74029,-4.37274,Entire home/apt,151,3,63,2022-04-30,0.72,3,275,8,VTAR/MA/014
1788613,Loft 1 - Prime Location,8217784,Francisco,,Centro,36.71926,-4.42347,Entire home/apt,117,4,26,2022-05-20,0.34,3,121,5,VFT/MA/07822
3988627,"Cozy Penthouse Malaga Center, car park included",20339448,Carlos,,Centro,36.72293,-4.42045,Entire home/apt,127,2,220,2022-06-23,2.53,1,55,50,VFT/MA/04137
3810582,HABITACION TRIPLE VFT/MA/09571,16411274,Rafael,,Teatinos-Universidad,36.72156,-4.47038,Private room,18,1,30,2019-09-29,0.31,5,179,0,VFT/MA/09571
5381100,Apartamento de 1 habitacion,27587047,Apartamentos Gibralfaro,,Centro,36.72145,-4.42089,Entire home/apt,123,1,1,2022-06-20,1,4,336,1,A/MA/01261
3814045,Habitación primera con terraza VFT/MA/09571,16411274,Rafael,,Teatinos-Universidad,36.72189,-4.47218,Private room,18,1,26,2019-10-01,0.30,5,155,0,VFT/MA/09571
3992497,APARTAMENTO MINIMAL ROOMS 1 Dormitorio (uso 2 pax),14173089,Clara,,Centro,36.72405,-4.41602,Entire home/apt,180,2,0,,,1,364,0,2333/2014
5382038,Quiet Apartment Historical Center 2,22835439,Bruno,,Centro,36.72346,-4.42497,Entire home/apt,96,2,11,2022-06-01,0.12,21,89,3,A/MA/01382
4066844,Cozy & sunny attic with  terrace,9744958,Ana,,Centro,36.72514,-4.42217,Entire home/apt,160,2,329,2022-06-03,3.55,3,305,66,VFT / MA / 00305
7321726,TG Apartments 1,38355676,Tomás,,Centro,36.72531,-4.4195,Entire home/apt,69,2,51,2021-07-03,0.61,3,37,1,CTC-2017064272
7362073,TG Apartments 2,38355676,Tomás,,Centro,36.72582,-4.4205,Entire home/apt,57,2,42,2022-04-10,0.50,3,33,3,CTC-2017064272
5397890,Studio in Malaga Center,2489890,Fede,,Centro,36.7254,-4.42046,Entire home/apt,61,4,130,2022-06-22,1.46,13,15,18,VFT/MA/000614
4071059,Buhardilla en centro histórico,21115381,Pedro,,Centro,36.72251,-4.42235,Entire home/apt,88,6,38,2022-06-14,0.65,1,175,9,VFT/MA/17335
5399201,Cool Apartment on the Plaza Merced,6478123,Michael,,Centro,36.72475,-4.41836,Entire home/apt,231,3,160,2022-06-12,1.79,6,302,4,CTC-2018180660
4071441,SOHO MALAGA COMFORT SUITE 1,21117110,Clara,,Centro,36.71631,-4.42217,Entire home/apt,75,6,73,2022-04-23,0.83,2,1,7,Exempt
7384212,Económico familias/grupos. PISCINA. Parking. Metro,38680980,María,,Teatinos-Universidad,36.72202,-4.48487,Entire home/apt,151,4,27,2021-08-27,0.32,1,31,2,VTF/MA/01725
5450909,Apartamento semi rural,28231965,Ludero,,Puerto de la Torre,36.74515,-4.45333,Entire home/apt,80,2,69,2022-06-13,0.96,3,325,15,VFT/MA/26473
7414674,Zimmer B Malaga - El Palo,32061336,Manuel,,Este,36.71895,-4.35676,Private room,35,2,106,2022-06-17,1.26,2,319,30,CTC-2018176676
4073128,Grande maison de charme,1856625,Jean-Marc,,Este,36.72253,-4.36446,Entire home/apt,189,4,54,2022-06-28,0.58,1,169,16,E935361159
5451045,DISFRUTA EL CENTRO HISTORICO (1),9598080,Unisierra,,Centro,36.71824,-4.42134,Entire home/apt,166,2,13,2018-10-14,0.15,4,365,0,A/MA/01269
7417064,APARTMENT IN THE CENTER OF MALAGA,38854818,Laura,,Centro,36.72236,-4.42707,Entire home/apt,56,1,233,2022-06-11,2.76,1,272,43,VFT/MA/09029
5461321,Malaga Exclusive Penthouse Private Solarium Roof Terrace B,8544512,Malaga Center Flat,,Centro,36.72209,-4.41114,Entire home/apt,165,2,37,2022-06-19,0.42,50,327,17,VFT/MA/00751
7455321,LUMINOUS APARTMENT with terrace,25003668,Antonio,,Bailen-Miraflores,36.72656,-4.43514,Entire home/apt,68,1,438,2022-06-11,5.19,2,136,22,VFT/MA/25756
4079653,VERY LUMINOUS APARTMENT,21160988,MCarmen,,Centro,36.72294,-4.43041,Entire home/apt,74,2,93,2022-06-25,1.47,1,91,17,VFT/MA/13663
5465561,Studio Flat in Historical Center 2,22835439,Bruno,,Centro,36.72591,-4.42446,Entire home/apt,86,2,21,2018-01-28,0.24,21,94,0,A/MA/01382
4087296,Beach Malagueta-Canovas 7 people,5120420,Nuria,,Centro,36.71917,-4.41126,Entire home/apt,279,3,38,2022-01-12,0.46,6,82,3,VFT/MA/00894.
4088659,Del Parque Flats Letran,21176876,"Del Parque Flats, S.L.",,Centro,36.72401,-4.41833,Entire home/apt,118,2,253,2022-06-12,2.67,1,307,9,VFT/MA/29159
7473875,Nice apartment in the center.,39145426,Fuencisla,,Centro,36.72141,-4.4217,Entire home/apt,79,3,134,2020-02-28,1.59,1,67,0,CTC 2018151481
5466146,Lovely apartment in Soho.,27831164,Maria Estrella,,Centro,36.71501,-4.42321,Entire home/apt,110,2,178,2021-12-12,2.02,1,59,6,CTC-2016078015
7479709,Typical and Central Apartment,7082899,Holidays In,,Centro,36.72489,-4.42333,Entire home/apt,65,2,256,2022-06-15,3.07,12,316,53,CTC-2018175165
4099894,Apart. Centrico.Corte Ingles. Ideal.  €49,21265644,Sonia,,Centro,36.72101,-4.43102,Entire home/apt,94,5,35,2020-02-26,0.40,1,322,0,CTC 2018182691
5489110,Precioso loft  semirural,28231965,Ludero,,Puerto de la Torre,36.74381,-4.45445,Entire home/apt,75,2,63,2022-04-28,0.87,3,143,6,VFT/MA/26473
7503845,Victoria de Alba House. Apartment 1,29329338,Victoria,,Centro,36.72491,-4.41836,Entire home/apt,90,2,106,2022-06-09,1.26,2,153,22,VFT/MA/08484
5511218,MALAGA city center,12963003,Maria Jesus,,Centro,36.72515,-4.42698,Entire home/apt,175,1,42,2022-06-12,0.48,5,351,1,CTC-2018119025
7515329,Suite Mendoza - MálagadeVacaciones,3298879,Guillermo,,Este,36.72319,-4.37937,Entire home/apt,96,2,18,2022-04-24,0.22,38,121,4,VFT/MA/18713
4115671,My cozy & quiet apartment in the center,21352724,Mireia,,Centro,36.72385,-4.42333,Entire home/apt,77,2,68,2022-05-31,1.08,1,174,8,VFT/MA/09455
